,caseid_new,xw6_year,xw6_month,xw6_last,xw6_marry,w6_still_mar,w6_live_together,w6_otherdate,w6_how_many,w6_otherdate_app,w6_how_many_app,w6_relationship_end_mar,w6_who_breakup,w6_mbtiming_Year,w6_mbtiming_Month,w6_partner_passaway_Year,w6_partner_passaway_Month,w6_otherdate_B,w6_how_many_B,w6_otherdate_app_B,w6_how_many_app_B,w6_still_rel,w6_live_together_C,w6_got_married,w6_martiming_Year,w6_martiming_Month,w6_otherdate_C,w6_how_many_C,w6_otherdate_app_C,w6_how_many_app_C,w6_relationship_end_nonmar,w6_who_breakup_C,w6_nonmbtiming_Year,w6_nonmbtiming_Month,w6_partner_passaway_C_Year,w6_partner_passaway_C_Month,w6_otherdate_C2,w6_how_many_C2,w6_otherdate_app_C2,w6_how_many_app_C2,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status,w6_broke_up,w6_met_through_friends,w6_met_through_family,w6_met_online,w6_met_through_as_coworkers,w6_met_online_dating,w6_met_bar_restaurant,w6_how_met_story_length,w6_combo_live_together,w6_otherdate_combo,w6_how_many_combo,w6_otherdate_app_combo,w6_how_many_app_combo,w6_HCMST_yrmo
29,205421,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A building with 2 or more apartments,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,1,1,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
30,211571,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,65-74,60+,9th grade,Less than high school,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
31,214591,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
32,220411,2014,November,3,married,Yes,Yes,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","One person. I met only one person besides PARTNER NAME  in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person besides PARTNER NAME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,yes,no,no,no,no,no,90,yes,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","One person. I met only one person besides PARTNER NAME  in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person besides PARTNER NAME",,201707
33,225516,2014,December,3,unmarried partners,,,,,,,,,,,,,,,,,Yes,Yes,"No, did not marry PARTNER NAME",,,"No, I have not met anyone for dating, romance, or sex [besides PARTNER NAME] in the past year",,,,,,,,,,,,,,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,unmarried still together,still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
34,239561,2014,December,3,married,Yes,Yes,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","Two to Five people. I met between two and five different people besides PARTNER NAME  in the past year for dating, roman","Yes, I have used a phone dating app in the past year to meet someone besides PARTNER NAME in person for dating, romance,","Two to Five people. Using phone apps, I met between two and five different people besides PARTNER NAME in person in the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married",still together,no,no,yes,no,no,no,8,yes,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","Two to Five people. I met between two and five different people besides PARTNER NAME  in the past year for dating, roman","Yes, I have used a phone dating app in the past year to meet someone besides PARTNER NAME in person for dating, romance,","Two to Five people. Using phone apps, I met between two and five different people besides PARTNER NAME in person in the",201707
35,244431,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
36,250546,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
37,256696,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
38,262566,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,No,2,A building with 2 or more apartments,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
39,267361,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,Hispanic,Male,Yes,5,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,0,4,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
40,271623,2014,December,3,unmarried partners,,,,,,,,,,,,,,,,,Yes,Yes,"Yes, married PARTNER NAME",2015,September,"No, I have not met anyone for dating, romance, or sex [besides PARTNER NAME] in the past year",,,,,,,,,,,,,,71,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,was unmarried but got married,still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
41,273431,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - self-employed,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
42,283386,2014,December,3,married,No,,,,,,Divorce,PARTNER NAME wanted the [divorce/separation] more.,2016,August,,,"Yes, I have met at least one person for dating, romance, or sex  in the past year.","One person. I met only one person in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person",,,,,,,,,,,,,,,,,,,,,44,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,was married but no longer married,broke up,no,no,no,yes,no,no,4,no,"Yes, I have met at least one person for dating, romance, or sex besides PARTNER NAME in the past year.","One person. I met only one person besides PARTNER NAME  in the past year for dating, or romance, or sex.","No, I have not used a phone dating app in the past year to meet someone in person besides PARTNER NAME",,201707
43,288666,2015,February,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
44,296851,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
45,304561,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,1,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
46,307461,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,10,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,2,1,2,4,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
47,320631,2015,February,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
48,322421,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"Black, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
49,342596,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,65-74,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
50,343421,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
51,348456,2015,March,2,unmarried partners,,,,,,,,,,,,,,,,,No,,,,,,,,,We broke up,I wanted to break up more,2015,June,,,"No, I have not met anyone for dating, romance, or sex  in the past year",,,,53,45-54,45-59,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Female,No,1,A one-family house detached from any other house,"$7,500 to $9,999",Never married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,"was unmarried, broke up",broke up,,,,,,,0,no,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201708
52,358321,2014,November,3,married,Yes,No,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,No,3,A one-family house detached from any other house,"$30,000 to $34,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,3,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,no,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
53,361593,2014,December,3,unmarried partners,,,,,,,,,,,,,,,,,No,,,,,,,,,"PARTNER NAME passed away, is deceased",,,,2015,August,"No, I have not met anyone for dating, romance, or sex  in the past year",,,,68,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was unmarried, broke up",partner passed away,,,,,,,0,no,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
54,362491,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
55,367471,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,Yes,4,A one-family house attached to one or more houses,"$40,000 to $49,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,4,Not working - disabled,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
56,368611,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,65-74,60+,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
57,375486,2015,January,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,55-64,45-59,Associate degree,Some college,Hispanic,Female,No,1,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
58,378221,2015,January,2,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,6,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,Northeast,New England,Rented for cash,1,1,2,0,2,Not working - other,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
59,388731,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
60,389541,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$15,000 to $19,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
61,393591,2014,December,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Male,Yes,2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
62,413606,2014,November,3,married,Yes,Yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65-74,60+,Bachelors degree,Bachelor's degree or higher,Hispanic,Female,Yes,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,5,Working - self-employed,"was married, remained married",still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
63,420285,2014,December,3,unmarried partners,,,,,,,,,,,,,,,,,Yes,Yes,"No, did not marry PARTNER NAME",,,"No, I have not met anyone for dating, romance, or sex [besides PARTNER NAME] in the past year",,,,,,,,,,,,,,37,35-44,30-44,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$175,000 to $199,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,unmarried still together,still together,,,,,,,0,yes,"No, I have not met anyone for dating, romance, or sex besides PARTNER NAME in the past year",met no people,,,201707
